site,time,perc
M35/0017,1953-09-30,80.39
M35/0026,1953-09-30,95.0
M35/0029,1953-09-30,80.0
M35/0658,1953-09-30,97.14
L36/0030,1953-10-31,93.22
M35/0017,1953-10-31,90.38
M35/0026,1953-10-31,93.44
M35/0029,1953-10-31,78.79
M35/0658,1953-10-31,91.89
L36/0030,1953-11-30,93.33
M35/0017,1953-11-30,62.16
M35/0026,1953-11-30,93.62
M35/0029,1953-11-30,82.61
L36/0030,1953-12-31,89.83
M35/0017,1953-12-31,46.0
M35/0026,1953-12-31,90.16
M35/0029,1953-12-31,77.78
L36/0030,1954-01-31,77.97
M35/0017,1954-01-31,42.0
M35/0026,1954-01-31,91.8
M35/0029,1954-01-31,80.0
L36/0030,1954-02-28,70.69
M35/0017,1954-02-28,21.05
L36/0030,1954-03-31,75.86
M35/0017,1954-03-31,21.74
M35/0026,1954-03-31,91.8
M35/0029,1954-03-31,66.67
M35/0658,1954-03-31,66.67
L36/0030,1954-04-30,57.89
M35/0017,1954-04-30,2.27
M35/0026,1954-04-30,77.05
M35/0029,1954-04-30,62.96
M35/0658,1954-04-30,83.87
L36/0030,1954-05-31,42.11
M35/0017,1954-05-31,4.44
L36/0030,1954-06-30,28.81
M35/0017,1954-06-30,4.0
M35/0026,1954-06-30,41.27
M35/0029,1954-06-30,38.71
M35/0658,1954-06-30,76.47
L36/0030,1954-07-31,25.86
M35/0017,1954-07-31,17.39
M35/0026,1954-07-31,36.84
M35/0029,1954-07-31,36.0
M35/0658,1954-07-31,71.43
L36/0030,1954-08-31,44.64
M35/0017,1954-08-31,30.23
L36/0030,1954-09-30,57.14
M35/0017,1954-09-30,29.41
M35/0026,1954-09-30,38.33
M35/0029,1954-09-30,33.33
M35/0658,1954-09-30,60.0
L36/0030,1954-10-31,64.41
M35/0017,1954-10-31,21.15
M35/0026,1954-10-31,32.79
M35/0029,1954-10-31,36.36
M35/0658,1954-10-31,67.57
L36/0030,1954-11-30,46.67
M35/0017,1954-11-30,24.32
L36/0030,1954-12-31,55.93
M35/0017,1954-12-31,68.0
M35/0026,1954-12-31,40.98
M35/0029,1954-12-31,40.74
M35/0658,1954-12-31,96.3
L36/0030,1955-01-31,83.05
M35/0017,1955-01-31,64.0
M35/0026,1955-01-31,49.18
M35/0029,1955-01-31,36.0
M35/0658,1955-01-31,96.43
L36/0030,1955-02-28,74.14
M35/0017,1955-02-28,55.26
L36/0030,1955-03-31,65.52
M35/0017,1955-03-31,54.35
M35/0026,1955-03-31,86.89
M35/0029,1955-03-31,70.37
M35/0658,1955-03-31,76.67
L36/0030,1955-04-30,52.63
M35/0017,1955-04-30,50.0
M35/0026,1955-04-30,93.44
M35/0029,1955-04-30,66.67
M35/0658,1955-04-30,74.19
M35/0017,1955-05-31,55.56
M35/0026,1955-05-31,94.92
M35/0029,1955-05-31,60.71
M35/0658,1955-05-31,61.76
L36/0030,1955-06-30,47.46
M35/0017,1955-06-30,56.0
M35/0026,1955-06-30,93.65
M35/0029,1955-06-30,54.84
M35/0658,1955-06-30,58.82
L36/0030,1955-07-31,70.69
M35/0017,1955-07-31,47.83
M35/0026,1955-07-31,91.23
M35/0029,1955-07-31,52.0
M35/0658,1955-07-31,57.14
L36/0030,1955-08-31,80.36
L36/0030,1955-09-30,69.64
M35/0017,1955-09-30,58.82
M35/0026,1955-09-30,66.67
M35/0029,1955-09-30,60.0
M35/0658,1955-09-30,62.86
L36/0030,1955-10-31,67.8
M35/0017,1955-10-31,36.54
M35/0026,1955-10-31,68.85
M35/0029,1955-10-31,63.64
M35/0658,1955-10-31,62.16
L36/0030,1955-11-30,53.33
L36/0030,1955-12-31,11.86
M35/0017,1955-12-31,6.0
M35/0026,1955-12-31,68.85
M35/0029,1955-12-31,59.26
M35/0658,1955-12-31,81.48
L36/0030,1956-01-31,5.08
M35/0017,1956-01-31,4.0
M35/0026,1956-01-31,57.38
M35/0029,1956-01-31,44.0
M35/0658,1956-01-31,85.71
L36/0030,1956-02-29,18.97
M35/0017,1956-02-29,0.0
M35/0029,1956-02-29,22.22
M35/0658,1956-02-29,88.46
L36/0030,1956-03-31,25.86
M35/0017,1956-03-31,2.17
M35/0029,1956-03-31,40.74
M35/0658,1956-03-31,83.33
L36/0030,1956-04-30,15.79
M35/0029,1956-04-30,51.85
L36/0030,1956-05-31,10.53
M35/0017,1956-05-31,15.56
M35/0026,1956-05-31,25.42
M35/0029,1956-05-31,48.21
M35/0658,1956-05-31,58.82
L36/0030,1956-06-30,13.56
M35/0017,1956-06-30,26.0
M35/0026,1956-06-30,30.16
M35/0029,1956-06-30,35.48
M35/0658,1956-06-30,44.12
L36/0030,1956-07-31,13.79
L36/0030,1956-08-31,14.29
M35/0017,1956-08-31,53.49
M35/0029,1956-08-31,38.89
M35/0658,1956-08-31,33.33
L36/0030,1956-09-30,23.21
M35/0017,1956-09-30,41.18
M35/0029,1956-09-30,26.67
M35/0658,1956-09-30,22.86
L36/0030,1956-10-31,54.24
M35/0017,1956-10-31,48.08
M35/0029,1956-10-31,33.33
M35/0658,1956-10-31,27.03
L36/0030,1956-11-30,85.0
L36/0030,1956-12-31,94.92
L36/0030,1957-01-31,94.92
M35/0017,1957-01-31,72.0
M35/0026,1957-01-31,60.66
M35/0029,1957-01-31,72.0
M35/0658,1957-01-31,39.29
L36/0030,1957-02-28,81.03
M35/0017,1957-02-28,81.58
M35/0026,1957-02-28,75.56
M35/0029,1957-02-28,77.78
M35/0658,1957-02-28,42.31
L36/0030,1957-03-31,70.69
M35/0017,1957-03-31,86.96
M35/0026,1957-03-31,81.97
M35/0029,1957-03-31,81.48
M35/0658,1957-03-31,80.0
L36/0030,1957-04-30,75.44
M35/0017,1957-04-30,90.91
M35/0026,1957-04-30,85.25
M35/0029,1957-04-30,81.48
M35/0658,1957-04-30,87.1
L36/0030,1957-05-31,85.96
M35/0017,1957-05-31,80.0
M35/0026,1957-05-31,86.44
M35/0029,1957-05-31,82.14
M35/0658,1957-05-31,85.29
L36/0030,1957-06-30,94.92
M35/0017,1957-06-30,86.0
M35/0026,1957-06-30,92.06
M35/0029,1957-06-30,93.55
M35/0658,1957-06-30,91.18
L36/0030,1957-07-31,94.83
M35/0017,1957-07-31,73.91
M35/0026,1957-07-31,92.98
M35/0029,1957-07-31,92.0
M35/0658,1957-07-31,92.86
L36/0030,1957-08-31,85.71
L36/0030,1957-09-30,92.86
M35/0017,1957-09-30,66.67
M35/0026,1957-09-30,91.67
M35/0029,1957-09-30,83.33
M35/0658,1957-09-30,88.57
L36/0030,1957-10-31,86.44
M35/0017,1957-10-31,69.23
M35/0026,1957-10-31,86.89
M35/0029,1957-10-31,84.85
M35/0658,1957-10-31,89.19
L36/0030,1957-11-30,78.33
M35/0017,1957-11-30,51.35
M35/0026,1957-11-30,82.98
M35/0029,1957-11-30,86.96
M35/0658,1957-11-30,93.33
L36/0030,1957-12-31,83.05
M35/0017,1957-12-31,50.0
M35/0026,1957-12-31,80.33
M35/0029,1957-12-31,88.89
M35/0658,1957-12-31,100.0
L36/0030,1958-01-31,84.75
M35/0017,1958-01-31,54.0
M35/0026,1958-01-31,85.25
M35/0029,1958-01-31,92.0
M35/0658,1958-01-31,100.0
L36/0030,1958-02-28,91.38
M35/0017,1958-02-28,57.89
M35/0026,1958-02-28,80.0
M35/0029,1958-02-28,61.11
M35/0658,1958-02-28,100.0
L36/0030,1958-03-31,84.48
M35/0017,1958-03-31,71.74
M35/0026,1958-03-31,80.33
M35/0029,1958-03-31,37.04
M35/0658,1958-03-31,100.0
L36/0030,1958-04-30,78.95
M35/0017,1958-04-30,68.18
M35/0026,1958-04-30,78.69
M35/0029,1958-04-30,48.15
M35/0658,1958-04-30,100.0
L36/0030,1958-05-31,71.93
L36/0030,1958-06-30,59.32
M35/0017,1958-06-30,46.0
M35/0026,1958-06-30,63.49
M35/0029,1958-06-30,29.03
M35/0658,1958-06-30,82.35
L36/0030,1958-07-31,44.83
M35/0017,1958-07-31,28.26
M35/0026,1958-07-31,50.88
M35/0029,1958-07-31,28.0
M35/0658,1958-07-31,78.57
L36/0030,1958-08-31,30.36
M35/0017,1958-08-31,6.98
M35/0026,1958-08-31,45.1
M35/0029,1958-08-31,27.78
M35/0658,1958-08-31,70.37
L36/0030,1958-09-30,16.07
M35/0017,1958-09-30,1.96
M35/0026,1958-09-30,30.0
M35/0029,1958-09-30,13.33
M35/0658,1958-09-30,57.14
L36/0030,1958-10-31,18.64
M35/0017,1958-10-31,1.92
M35/0026,1958-10-31,19.67
M35/0029,1958-10-31,12.12
M35/0658,1958-10-31,59.46
L36/0030,1958-11-30,15.0
L36/0030,1958-12-31,10.17
M35/0017,1958-12-31,10.0
M35/0026,1958-12-31,3.28
M35/0029,1958-12-31,12.96
L36/0030,1959-01-31,15.25
M35/0017,1959-01-31,12.0
M35/0026,1959-01-31,3.28
M35/0029,1959-01-31,18.0
L36/0030,1959-02-28,12.07
L36/0030,1959-03-31,39.66
M35/0017,1959-03-31,41.3
M35/0026,1959-03-31,8.2
M35/0029,1959-03-31,44.44
L36/0030,1959-04-30,92.98
M35/0017,1959-04-30,65.91
M35/0026,1959-04-30,24.59
M35/0029,1959-04-30,55.56
L36/0030,1959-05-31,98.25
M35/0017,1959-05-31,100.0
M35/0026,1959-05-31,77.97
L36/0030,1959-06-30,100.0
M35/0017,1959-06-30,100.0
M35/0026,1959-06-30,79.37
L36/0030,1959-07-31,100.0
L36/0030,1959-08-31,92.86
M35/0017,1959-08-31,67.44
M35/0026,1959-08-31,88.24
L36/0030,1959-09-30,73.21
M35/0017,1959-09-30,39.22
M35/0026,1959-09-30,73.33
M35/0029,1959-09-30,43.33
L36/0030,1959-10-31,57.63
M35/0017,1959-10-31,28.85
M35/0026,1959-10-31,63.93
M35/0029,1959-10-31,51.52
L36/0030,1959-11-30,51.67
L36/0030,1959-12-31,42.37
M35/0017,1959-12-31,16.0
M35/0026,1959-12-31,29.51
M35/0029,1959-12-31,62.96
L36/0030,1960-01-31,52.54
M35/0017,1960-01-31,18.0
M35/0026,1960-01-31,34.43
M35/0029,1960-01-31,52.0
L36/0030,1960-02-29,53.45
L36/0030,1960-03-31,51.72
M35/0017,1960-03-31,13.04
M35/0026,1960-03-31,26.23
M35/0029,1960-03-31,33.33
M35/0724,1960-03-31,100.0
L36/0030,1960-04-30,36.84
M35/0017,1960-04-30,13.64
M35/0026,1960-04-30,26.23
M35/0029,1960-04-30,40.74
M35/0724,1960-04-30,98.15
L36/0030,1960-05-31,35.09
M35/0017,1960-05-31,26.67
M35/0026,1960-05-31,15.25
M35/0029,1960-05-31,48.21
L36/0030,1960-06-30,37.29
M35/0017,1960-06-30,30.0
M35/0026,1960-06-30,25.4
M35/0029,1960-06-30,45.16
M35/0724,1960-06-30,96.49
L36/0030,1960-07-31,58.62
M35/0017,1960-07-31,26.09
M35/0026,1960-07-31,28.07
M35/0029,1960-07-31,44.0
M35/0724,1960-07-31,89.09
L36/0030,1960-08-31,51.79
L36/0030,1960-09-30,39.29
M35/0017,1960-09-30,37.25
M35/0026,1960-09-30,43.33
M35/0029,1960-09-30,40.0
M35/0724,1960-09-30,44.64
L36/0030,1960-10-31,37.29
M35/0017,1960-10-31,38.46
M35/0026,1960-10-31,44.26
M35/0029,1960-10-31,42.42
M35/0724,1960-10-31,41.82
L36/0030,1960-11-30,33.33
L36/0030,1960-12-31,59.32
M35/0017,1960-12-31,52.0
M35/0026,1960-12-31,39.34
M35/0029,1960-12-31,29.63
M35/0724,1960-12-31,69.64
L36/0030,1961-01-31,55.93
M35/0017,1961-01-31,70.0
M35/0026,1961-01-31,40.98
M35/0029,1961-01-31,28.0
M35/0724,1961-01-31,85.96
L36/0030,1961-02-28,65.52
L36/0030,1961-03-31,77.59
M35/0017,1961-03-31,89.13
M35/0026,1961-03-31,45.9
M35/0029,1961-03-31,59.26
M35/0724,1961-03-31,90.91
L36/0030,1961-04-30,89.47
M35/0017,1961-04-30,93.18
M35/0026,1961-04-30,65.57
M35/0029,1961-04-30,70.37
M35/0724,1961-04-30,85.19
L36/0030,1961-05-31,63.16
L36/0030,1961-06-30,79.66
M35/0017,1961-06-30,90.0
M35/0026,1961-06-30,88.89
M35/0029,1961-06-30,77.42
M35/0724,1961-06-30,92.98
L36/0030,1961-07-31,87.93
M35/0017,1961-07-31,82.61
M35/0026,1961-07-31,89.47
M35/0029,1961-07-31,80.0
M35/0724,1961-07-31,92.73
L36/0030,1961-08-31,98.21
L36/0030,1961-09-30,98.21
M35/0017,1961-09-30,72.55
M35/0026,1961-09-30,90.0
M35/0029,1961-09-30,86.67
M35/0724,1961-09-30,100.0
L36/0030,1961-10-31,94.92
M35/0017,1961-10-31,59.62
M35/0026,1961-10-31,88.52
M35/0029,1961-10-31,90.91
M35/0724,1961-10-31,98.18
L36/0030,1961-11-30,83.33
L36/0030,1961-12-31,76.27
M35/0017,1961-12-31,28.0
M35/0026,1961-12-31,81.97
M35/0029,1961-12-31,92.59
M35/0724,1961-12-31,19.64
L36/0030,1962-01-31,69.49
M35/0017,1962-01-31,24.0
M35/0026,1962-01-31,83.61
M35/0029,1962-01-31,76.0
M35/0724,1962-01-31,42.11
L36/0030,1962-02-28,63.79
M35/0017,1962-02-28,10.53
M35/0026,1962-02-28,62.22
M35/0029,1962-02-28,44.44
M35/0724,1962-02-28,46.94
L36/0030,1962-03-31,58.62
M35/0017,1962-03-31,17.39
M35/0026,1962-03-31,55.74
M35/0029,1962-03-31,51.85
M35/0724,1962-03-31,54.55
L36/0030,1962-04-30,64.91
L36/0030,1962-05-31,54.39
M35/0017,1962-05-31,53.33
M35/0026,1962-05-31,30.51
M35/0029,1962-05-31,32.14
M35/0724,1962-05-31,75.0
L36/0030,1962-06-30,66.1
M35/0017,1962-06-30,52.0
M35/0026,1962-06-30,38.1
M35/0029,1962-06-30,22.58
M35/0724,1962-06-30,66.67
L36/0030,1962-07-31,65.52
M35/0724,1962-07-31,61.82
L36/0030,1962-08-31,67.86
M35/0017,1962-08-31,65.12
M35/0026,1962-08-31,72.55
M35/0029,1962-08-31,50.0
M35/0724,1962-08-31,73.08
L36/0030,1962-09-30,64.29
M35/0017,1962-09-30,47.06
M35/0026,1962-09-30,63.33
M35/0029,1962-09-30,46.67
M35/0724,1962-09-30,66.07
L36/0030,1962-10-31,61.02
M35/0017,1962-10-31,51.92
M35/0026,1962-10-31,59.02
M35/0029,1962-10-31,48.48
M35/0724,1962-10-31,52.73
L36/0030,1962-11-30,63.33
M35/0017,1962-11-30,27.03
M35/0026,1962-11-30,61.7
M35/0029,1962-11-30,52.17
M35/0724,1962-11-30,13.64
L36/0030,1962-12-31,66.1
M35/0017,1962-12-31,40.0
M35/0026,1962-12-31,59.02
M35/0029,1962-12-31,44.44
M35/0724,1962-12-31,16.07
L36/0030,1963-01-31,64.41
M35/0724,1963-01-31,36.84
L36/0030,1963-02-28,44.83
M35/0017,1963-02-28,13.16
M35/0026,1963-02-28,42.22
M35/0029,1963-02-28,16.67
M35/0724,1963-02-28,26.53
L36/0030,1963-03-31,0.0
M35/0017,1963-03-31,19.57
M35/0026,1963-03-31,40.98
M35/0029,1963-03-31,25.93
M35/0724,1963-03-31,32.73
L36/0030,1963-04-30,29.82
M35/0017,1963-04-30,29.55
M35/0026,1963-04-30,37.7
M35/0029,1963-04-30,33.33
M35/0724,1963-04-30,29.63
L36/0030,1963-05-31,66.67
M34/0207,1963-05-31,0.0
M35/0017,1963-05-31,40.0
M35/0026,1963-05-31,18.64
M35/0029,1963-05-31,57.14
M35/0724,1963-05-31,32.69
L36/0030,1963-06-30,61.02
M34/0207,1963-06-30,12.12
M35/0017,1963-06-30,38.0
M35/0026,1963-06-30,33.33
M35/0029,1963-06-30,61.29
M35/0724,1963-06-30,35.09
L36/0030,1963-07-31,68.97
M34/0207,1963-07-31,26.67
M35/0017,1963-07-31,36.96
M35/0026,1963-07-31,42.11
M35/0029,1963-07-31,72.0
M35/0724,1963-07-31,36.36
L36/0030,1963-08-31,91.07
L36/0030,1963-09-30,89.29
M34/0207,1963-09-30,100.0
M35/0017,1963-09-30,88.24
M35/0026,1963-09-30,75.0
M35/0029,1963-09-30,100.0
M35/0724,1963-09-30,75.0
L36/0030,1963-10-31,84.75
M34/0207,1963-10-31,100.0
M35/0017,1963-10-31,76.92
M35/0026,1963-10-31,73.77
M35/0029,1963-10-31,100.0
M35/0724,1963-10-31,65.45
L36/0030,1963-11-30,81.67
M34/0207,1963-11-30,95.65
M35/0017,1963-11-30,21.62
M35/0026,1963-11-30,78.72
M35/0029,1963-11-30,73.91
M35/0724,1963-11-30,18.18
L36/0030,1963-12-31,79.66
M34/0207,1963-12-31,86.67
M35/0017,1963-12-31,36.0
M35/0026,1963-12-31,73.77
M35/0029,1963-12-31,81.48
M35/0724,1963-12-31,32.14
L36/0030,1964-01-31,66.1
M34/0207,1964-01-31,68.75
M35/0017,1964-01-31,30.0
M35/0026,1964-01-31,65.57
M35/0029,1964-01-31,84.0
M35/0724,1964-01-31,54.39
L36/0030,1964-02-29,68.97
M34/0207,1964-02-29,0.0
L36/0030,1964-03-31,68.97
M34/0207,1964-03-31,19.35
M35/0017,1964-03-31,4.35
M35/0026,1964-03-31,36.07
M35/0029,1964-03-31,62.96
M35/0724,1964-03-31,47.27
L36/0030,1964-04-30,35.09
M34/0207,1964-04-30,54.84
M35/0017,1964-04-30,20.45
M35/0026,1964-04-30,34.43
M35/0029,1964-04-30,59.26
M35/0724,1964-04-30,50.0
L36/0030,1964-05-31,29.82
M35/0017,1964-05-31,57.78
M35/0026,1964-05-31,20.34
M35/0029,1964-05-31,42.86
M35/0724,1964-05-31,78.85
L36/0030,1964-06-30,35.59
M34/0142,1964-06-30,12.5
M34/0207,1964-06-30,84.85
M35/0017,1964-06-30,44.0
M35/0026,1964-06-30,19.05
M35/0029,1964-06-30,25.81
M35/0724,1964-06-30,61.4
L36/0030,1964-07-31,31.03
M34/0142,1964-07-31,14.81
M34/0207,1964-07-31,80.0
M35/0017,1964-07-31,30.43
M35/0026,1964-07-31,22.81
M35/0029,1964-07-31,24.0
M35/0724,1964-07-31,43.64
L36/0030,1964-08-31,16.07
L36/0030,1964-09-30,14.29
M34/0207,1964-09-30,75.0
M35/0017,1964-09-30,11.76
M35/0026,1964-09-30,13.33
M35/0029,1964-09-30,10.0
M35/0724,1964-09-30,42.86
L35/0062,1964-10-31,62.86
L36/0030,1964-10-31,6.78
M34/0207,1964-10-31,75.0
M35/0017,1964-10-31,5.77
M35/0026,1964-10-31,13.11
M35/0029,1964-10-31,9.09
M35/0724,1964-10-31,30.91
L35/0062,1964-11-30,84.85
L36/0030,1964-11-30,3.33
L36/0030,1964-12-31,5.08
M34/0207,1964-12-31,53.33
M35/0017,1964-12-31,4.0
M35/0026,1964-12-31,6.56
M35/0029,1964-12-31,12.96
M35/0724,1964-12-31,25.0
L36/0030,1965-01-31,16.95
M34/0207,1965-01-31,84.38
M35/0017,1965-01-31,8.0
M35/0026,1965-01-31,6.56
M35/0029,1965-01-31,18.0
M35/0724,1965-01-31,82.46
L36/0030,1965-02-28,25.86
L36/0030,1965-03-31,62.07
M34/0142,1965-03-31,72.41
M34/0207,1965-03-31,100.0
M35/0017,1965-03-31,52.17
M35/0026,1965-03-31,9.84
M35/0029,1965-03-31,74.07
M35/0724,1965-03-31,96.36
L36/0030,1965-04-30,73.68
M34/0142,1965-04-30,75.86
M34/0207,1965-04-30,100.0
M35/0017,1965-04-30,63.64
M35/0026,1965-04-30,16.39
M35/0029,1965-04-30,85.19
M35/0724,1965-04-30,92.59
L36/0030,1965-05-31,73.68
M34/0142,1965-05-31,82.14
M34/0207,1965-05-31,89.66
M35/0017,1965-05-31,73.33
M35/0026,1965-05-31,55.93
M35/0029,1965-05-31,100.0
M35/0724,1965-05-31,65.38
L36/0030,1965-06-30,69.49
M34/0142,1965-06-30,59.38
M34/0207,1965-06-30,90.91
M35/0017,1965-06-30,76.0
M35/0026,1965-06-30,65.08
M35/0029,1965-06-30,100.0
M35/0724,1965-06-30,64.91
L36/0030,1965-07-31,62.07
M34/0142,1965-07-31,22.22
M34/0207,1965-07-31,86.67
M35/0017,1965-07-31,67.39
M35/0026,1965-07-31,66.67
M35/0029,1965-07-31,100.0
M35/0724,1965-07-31,69.09
L36/0030,1965-08-31,60.71
M34/0142,1965-08-31,0.0
M34/0207,1965-08-31,80.0
M35/0724,1965-08-31,92.31
L36/0030,1965-09-30,62.5
M34/0142,1965-09-30,0.0
M34/0207,1965-09-30,62.5
M35/0017,1965-09-30,50.98
M35/0026,1965-09-30,61.67
M35/0029,1965-09-30,93.33
M35/0724,1965-09-30,83.93
L36/0030,1965-10-31,66.1
M34/0142,1965-10-31,3.33
M34/0207,1965-10-31,53.12
M35/0017,1965-10-31,44.23
M35/0026,1965-10-31,55.74
M35/0029,1965-10-31,81.82
M35/0724,1965-10-31,89.09
L36/0030,1965-11-30,55.0
M34/0142,1965-11-30,0.0
M34/0207,1965-11-30,0.0
M35/0724,1965-11-30,72.73
L36/0030,1965-12-31,45.76
M34/0142,1965-12-31,7.41
M34/0207,1965-12-31,0.0
M35/0017,1965-12-31,34.0
M35/0026,1965-12-31,67.21
M35/0029,1965-12-31,37.04
M35/0724,1965-12-31,85.71
L36/0030,1966-01-31,37.29
M34/0142,1966-01-31,3.45
M34/0207,1966-01-31,0.0
M35/0017,1966-01-31,32.0
M35/0026,1966-01-31,63.93
M35/0029,1966-01-31,24.0
M35/0724,1966-01-31,84.21
L36/0030,1966-02-28,31.03
L36/0030,1966-03-31,36.21
M34/0095,1966-03-31,88.24
M34/0142,1966-03-31,3.45
M34/0207,1966-03-31,70.97
M35/0017,1966-03-31,23.91
M35/0026,1966-03-31,65.57
M35/0029,1966-03-31,29.63
M35/0724,1966-03-31,72.73
L36/0030,1966-04-30,22.81
M34/0095,1966-04-30,80.0
M34/0142,1966-04-30,24.14
M34/0207,1966-04-30,80.65
M35/0017,1966-04-30,22.73
M35/0026,1966-04-30,70.49
M35/0029,1966-04-30,37.04
M35/0724,1966-04-30,66.67
L36/0030,1966-05-31,33.33
M34/0142,1966-05-31,71.43
M34/0207,1966-05-31,93.1
M35/0017,1966-05-31,20.0
M35/0026,1966-05-31,69.49
M35/0029,1966-05-31,39.29
M35/0724,1966-05-31,88.46
L36/0030,1966-06-30,38.98
M34/0142,1966-06-30,75.0
M34/0207,1966-06-30,96.97
M35/0017,1966-06-30,20.0
M35/0026,1966-06-30,60.32
M35/0029,1966-06-30,32.26
M35/0724,1966-06-30,73.68
L36/0030,1966-07-31,34.48
M34/0142,1966-07-31,74.07
M34/0207,1966-07-31,93.33
M35/0017,1966-07-31,13.04
M35/0026,1966-07-31,45.61
M35/0029,1966-07-31,32.0
M35/0724,1966-07-31,52.73
L36/0030,1966-08-31,37.5
M34/0094,1966-08-31,45.83
M34/0095,1966-08-31,45.16
M34/0142,1966-08-31,75.0
M34/0207,1966-08-31,96.67
M35/0017,1966-08-31,23.26
M35/0026,1966-08-31,23.53
M35/0724,1966-08-31,38.46
L36/0030,1966-09-30,51.79
M34/0094,1966-09-30,33.33
M34/0095,1966-09-30,29.03
M34/0142,1966-09-30,68.97
M34/0207,1966-09-30,84.38
M35/0017,1966-09-30,13.73
M35/0026,1966-09-30,23.33
M35/0724,1966-09-30,39.29
L36/0030,1966-10-31,49.15
M34/0094,1966-10-31,36.0
M34/0095,1966-10-31,40.0
M34/0142,1966-10-31,63.33
M34/0207,1966-10-31,78.12
M35/0017,1966-10-31,11.54
M35/0026,1966-10-31,22.95
M35/0724,1966-10-31,38.18
L36/0030,1966-11-30,50.0
L36/0030,1966-12-31,35.59
M35/0017,1966-12-31,24.0
M35/0026,1966-12-31,24.59
M35/0724,1966-12-31,71.43
L36/0030,1967-01-31,25.42
M34/0094,1967-01-31,58.33
M34/0095,1967-01-31,30.3
M34/0142,1967-01-31,10.34
M34/0207,1967-01-31,50.0
M35/0017,1967-01-31,28.0
M35/0026,1967-01-31,29.51
M35/0724,1967-01-31,77.19
L36/0030,1967-02-28,29.31
M34/0094,1967-02-28,83.33
