mtype,site,2020-10,2020-11,2020-12,2021-01,2021-02,2021-03
flow,63001,22.22,22.22,27.78,66.67,16.67,23.53
flow,63101,40.74,25.93,25.0,28.57,22.22,14.81
flow,64304,41.67,66.67,84.62,61.54,46.15,30.77
flow,64602,62.26,37.04,27.78,33.33,40.74,31.48
flow,65102,50.0,86.67,66.67,53.33,57.14,57.14
flow,65104,70.31,37.5,35.38,36.92,51.56,42.19
flow,65106,23.08,100.0,71.43,57.14,71.43,69.23
flow,65701,7.14,71.43,64.29,66.67,13.33,21.43
flow,65901,40.62,78.12,69.7,72.73,54.55,33.33
flow,66204,31.25,60.42,62.5,77.08,56.25,14.89
flow,66213,52.0,80.0,80.0,76.0,61.54,19.23
flow,66403,75.0,37.5,25.0,37.5,37.5,50.0
flow,66417,0.0,48.57,31.43,42.86,37.14,25.71
flow,66425,11.11,57.14,96.55,93.1,79.31,92.86
flow,66435,30.43,21.74,19.57,25.0,17.39,8.7
flow,66442,100.0,0.0,20.0,80.0,20.0,40.0
flow,66602,16.67,11.11,16.67,25.0,25.0,71.43
flow,66612,23.33,26.67,20.0,30.0,10.34,80.0
flow,67001,0.0,0.0,13.64,27.27,4.55,18.18
flow,67402,5.56,5.26,5.26,0.0,0.0,0.0
flow,67408,0.0,3.23,3.12,29.69,10.94,0.0
flow,67602,6.06,6.06,8.82,26.47,14.71,11.76
flow,67702,3.03,14.29,28.57,40.0,26.47,17.65
flow,67805,4.17,4.35,24.0,24.0,16.0,12.0
flow,68001,24.56,54.39,68.42,87.72,66.07,35.71
flow,68002,8.11,8.11,16.22,13.51,10.81,7.89
flow,68320,3.12,15.15,27.27,51.52,50.0,38.24
flow,68322,0.0,7.69,21.43,21.43,7.69,0.0
flow,68526,58.54,73.17,14.29,50.0,39.02,70.73
flow,68806,31.48,20.37,7.41,14.81,9.26,7.41
flow,68810,34.21,18.42,26.32,44.74,28.21,17.95
flow,68819,25.0,37.5,47.06,58.82,47.06,31.25
flow,68822,18.75,68.75,58.82,82.35,47.06,17.65
flow,69001,9.38,9.38,12.5,23.53,23.53,20.59
flow,69101,42.86,50.0,40.0,73.33,60.0,40.0
flow,69201,5.88,5.88,17.65,33.33,11.11,5.56
flow,69202,5.88,5.88,5.88,5.56,5.56,11.11
flow,69302,64.81,51.85,5.56,29.63,14.81,43.4
flow,69505,10.26,38.46,33.33,58.97,31.58,10.53
flow,69602,10.0,40.0,50.0,83.33,56.67,36.67
flow,69614,26.32,31.58,24.56,49.12,61.4,82.46
flow,69618,35.09,35.09,26.32,64.29,30.36,30.36
flow,69635,23.08,47.37,25.64,84.62,38.46,27.5
flow,70105,10.81,60.53,47.37,89.47,25.64,28.21
flow,70303,15.0,35.0,40.0,85.0,50.0,35.0
flow,70902,15.38,48.72,53.85,97.37,63.16,39.47
flow,70908,13.64,18.18,27.27,80.95,61.9,47.62
flow,71106,11.76,19.61,21.57,98.04,60.0,25.0
flow,71116,84.21,54.39,12.28,49.12,29.82,8.77
flow,71117,82.61,43.48,4.35,56.52,36.36,17.39
flow,71130,77.78,72.22,66.67,82.35,47.06,44.44
flow,71136,45.83,20.83,4.17,33.33,29.17,16.67
flow,71156,31.25,31.25,12.5,68.75,56.25,37.5
flow,71178,10.53,26.32,26.32,100.0,80.0,15.0
flow,71195,30.0,15.0,10.0,35.0,10.53,47.37
precip,217810,87.1,43.33,40.62,65.62,37.5,83.87
precip,218810,69.05,47.62,34.15,68.29,33.33,57.14
precip,219510,74.24,28.79,42.42,73.13,28.36,78.46
precip,219910,56.14,38.98,48.28,91.53,28.81,27.59
precip,222610,70.27,47.22,37.84,56.76,5.26,24.32
precip,226510,37.5,56.25,34.38,62.5,15.62,9.68
precip,227810,22.58,81.25,59.38,72.73,9.38,28.12
precip,231910,37.14,94.29,31.43,14.71,2.78,14.29
precip,232710,31.58,81.58,51.28,35.14,52.78,33.33
precip,233510,19.23,88.46,62.96,19.23,65.38,32.0
precip,233610,29.41,70.59,62.75,19.23,15.38,23.53
precip,234511,51.16,81.4,76.74,33.72,2.33,21.43
precip,237101,20.0,93.33,46.67,53.33,14.29,35.71
precip,239101,48.28,89.66,75.86,55.17,3.57,35.71
precip,304610,65.71,45.71,20.0,61.11,19.44,50.0
precip,306610,58.06,45.16,61.29,69.35,14.52,74.19
precip,307001,74.19,56.25,25.0,53.12,10.94,50.0
precip,309810,45.45,84.85,42.42,81.82,50.0,30.3
precip,310510,75.0,40.62,31.25,62.5,15.62,71.88
precip,311810,50.0,45.83,58.33,86.11,25.0,37.14
precip,311910,40.32,64.52,67.74,70.97,29.03,13.33
precip,313710,35.19,71.43,63.16,93.1,20.37,12.73
precip,314411,28.57,61.9,63.64,68.18,22.73,81.82
precip,314412,61.54,59.26,55.56,74.07,25.93,62.96
precip,314701,36.51,80.95,72.22,76.56,38.1,25.81
precip,315010,61.9,61.9,59.09,81.82,31.82,27.27
precip,315510,31.82,84.85,42.42,81.82,50.0,24.24
precip,315910,24.24,81.82,66.67,45.45,6.25,0.0
precip,316310,18.18,72.73,54.55,69.7,52.94,23.53
precip,317210,36.67,70.0,50.0,80.0,16.67,50.0
precip,319211,28.57,75.0,51.72,68.97,36.21,37.93
precip,320010,39.66,50.0,45.0,91.53,38.98,11.86
precip,321212,54.55,84.85,63.64,78.79,30.3,9.38
precip,321310,34.09,86.05,65.91,73.33,28.26,6.67
precip,321610,48.48,84.85,75.76,72.73,38.24,21.21
precip,321710,51.61,48.39,51.61,93.55,26.67,66.67
precip,322110,26.67,88.89,73.33,84.44,50.0,20.0
precip,322211,41.18,91.18,52.94,85.29,18.18,21.21
precip,322410,30.3,84.85,72.73,63.64,15.15,21.21
precip,323610,26.09,78.26,54.55,45.45,27.27,22.73
precip,324611,33.8,71.01,60.56,29.58,18.06,16.9
precip,326112,25.81,77.42,70.97,45.16,20.0,13.33
precip,326512,8.0,64.0,68.0,20.0,56.0,4.17
precip,326611,19.35,91.94,74.19,48.39,23.33,13.33
precip,328711,12.9,74.19,80.65,29.03,48.39,3.33
precip,400710,39.39,75.76,63.64,66.67,50.0,21.21
precip,400910,43.33,83.33,63.33,70.0,16.67,60.0
precip,401610,33.33,71.43,52.38,95.0,65.0,100.0
precip,403601,25.71,52.78,33.33,91.67,27.78,38.89
precip,403711,36.36,78.18,50.91,94.74,53.45,8.77
precip,404810,50.0,75.0,62.5,100.0,58.82,75.0
precip,405711,34.62,76.92,42.31,100.0,34.62,30.77
precip,405910,40.91,93.94,72.73,96.97,48.53,61.76
precip,407810,39.39,57.58,56.06,93.94,8.82,32.35
precip,408401,53.12,25.0,50.0,93.75,58.06,38.71
precip,409310,92.0,52.0,60.0,96.0,52.0,8.33
precip,410010,31.43,82.35,52.94,85.29,48.57,31.43
precip,414110,21.21,66.67,66.67,78.79,27.94,82.35
precip,417110,45.0,95.0,75.0,100.0,25.0,45.0
