mtype,site,2019-06,2019-07,2019-08,2019-09,2019-10,2019-11
precip,233610,66.0,79.59,16.67,38.78,81.63,0.0
precip,234511,73.81,68.29,17.95,51.22,75.61,2.44
precip,237101,38.46,76.92,57.14,50.0,57.14,53.85
precip,239101,78.57,75.0,53.57,53.57,82.14,51.85
precip,304610,22.86,96.97,94.12,43.75,60.61,84.85
precip,306610,17.24,83.33,44.83,13.79,51.72,89.66
precip,307001,16.67,93.33,50.0,40.0,51.72,83.33
precip,309810,15.62,87.5,43.75,37.5,34.38,35.48
precip,310510,19.35,80.0,51.61,46.67,43.33,66.67
precip,311810,14.71,85.71,65.71,45.71,42.86,94.29
precip,311910,36.67,90.0,43.33,40.0,46.67,70.0
precip,313710,35.85,85.45,37.04,38.89,40.38,55.56
precip,314411,5.0,95.0,45.0,47.37,36.84,89.47
precip,314412,20.0,92.0,40.0,41.67,58.33,92.0
precip,314701,27.42,93.55,38.71,40.32,49.18,54.1
precip,315010,20.0,85.0,35.0,47.37,52.63,89.47
precip,315510,6.67,87.5,40.62,56.25,46.88,46.88
precip,315910,78.12,87.5,59.38,46.88,64.52,38.71
precip,316310,15.62,96.88,37.5,34.38,40.62,64.52
precip,317210,34.48,79.31,75.86,68.97,35.71,32.14
precip,319211,33.33,77.78,81.48,74.07,51.85,23.08
precip,320010,3.39,68.97,37.93,42.11,35.71,82.76
precip,321212,28.12,93.75,65.62,39.06,68.75,45.16
precip,321310,43.18,83.72,48.84,56.1,40.48,34.15
precip,321610,56.25,68.75,65.62,46.88,74.19,35.48
precip,321710,20.0,76.67,56.67,36.67,36.67,93.33
precip,322110,39.77,93.18,11.36,34.09,40.91,54.55
precip,322211,78.12,81.25,34.38,33.33,65.62,28.12
precip,322410,64.52,83.87,32.26,41.94,56.25,29.03
precip,322411,76.19,80.95,23.81,61.9,57.14,42.86
precip,323610,90.48,85.71,28.57,80.95,81.82,66.67
precip,324611,87.14,77.14,40.58,80.0,85.71,61.19
precip,326112,60.0,83.33,56.67,43.33,82.76,48.28
precip,326512,58.33,79.17,37.5,37.5,62.5,65.22
precip,326611,53.33,83.33,60.0,79.31,75.86,51.72
precip,328711,80.0,90.0,56.67,46.67,79.31,82.76
precip,400710,46.88,84.38,65.62,46.88,50.0,40.62
precip,400910,39.29,75.0,82.76,62.07,55.17,48.28
precip,401610,40.0,85.0,75.0,60.0,50.0,50.0
precip,403601,84.85,90.91,73.53,55.88,67.65,47.06
precip,403711,78.18,69.09,80.39,50.0,61.11,26.42
precip,404810,46.67,60.0,86.67,13.33,53.33,57.14
precip,405610,44.0,83.33,56.0,64.0,42.0,56.0
precip,405711,48.0,68.0,68.0,84.0,58.0,60.0
precip,405910,34.38,59.38,81.25,34.38,87.5,41.94
precip,407810,25.0,71.88,78.12,56.25,62.5,45.16
precip,408401,26.67,76.67,55.17,30.0,70.97,63.33
precip,409310,12.5,87.5,45.83,45.83,75.0,52.17
precip,410010,36.36,82.35,76.47,41.18,52.94,43.75
precip,414110,40.62,71.88,81.25,37.5,78.12,31.25
precip,417110,26.32,78.95,84.21,68.42,84.21,66.67
precip,418010,3.12,78.12,90.62,78.12,83.87,54.84
precip,419211,40.62,73.44,71.88,58.06,43.55,35.48
