mtype,site,2020-08,2020-09,2020-10,2020-11,2020-12,2021-01
precip,227810,15.62,96.88,22.58,81.25,59.38,72.73
precip,231910,33.33,57.58,37.14,94.29,31.43,12.12
precip,232710,23.68,86.84,31.58,81.58,51.28,33.33
precip,233510,32.69,76.92,19.23,88.46,62.96,16.0
precip,233610,30.0,64.71,29.41,70.59,62.75,17.65
precip,234511,43.9,69.77,51.16,81.4,76.74,33.33
precip,237101,6.67,80.0,20.0,93.33,46.67,53.33
precip,239101,6.9,75.86,48.28,89.66,75.86,55.17
precip,304610,35.71,97.06,65.71,45.71,20.0,60.0
precip,306610,6.67,90.32,58.06,45.16,61.29,70.0
precip,307001,25.81,90.32,74.19,56.25,25.0,53.12
precip,310510,34.38,93.55,75.0,40.62,29.03,61.29
precip,311810,25.0,88.89,50.0,45.83,58.33,85.71
precip,311910,19.35,77.42,40.32,64.52,66.67,70.0
precip,313710,23.64,80.0,35.19,71.43,63.16,93.1
precip,314411,9.52,76.19,28.57,61.9,63.64,66.67
precip,314412,26.92,73.08,61.54,59.26,55.56,73.08
precip,314701,29.37,82.54,36.51,80.95,72.22,76.56
precip,315010,33.33,88.1,61.9,61.9,59.09,80.95
precip,315510,48.48,45.45,31.82,84.85,42.42,81.25
precip,315910,21.21,66.67,24.24,81.82,66.67,45.45
precip,316310,24.24,66.67,18.18,72.73,54.55,69.7
precip,317210,10.0,80.0,36.67,70.0,50.0,80.0
precip,319211,35.71,53.57,28.57,75.0,51.72,68.97
precip,320010,25.42,88.79,39.66,50.0,44.07,91.38
precip,321212,21.21,93.94,54.55,84.85,62.5,78.12
precip,321310,20.45,83.72,34.09,86.05,65.12,72.73
precip,321610,15.15,75.76,48.48,84.85,75.76,71.88
precip,321710,9.68,83.87,51.61,48.39,51.61,93.55
precip,322110,11.11,77.78,26.67,88.89,72.73,84.09
precip,322211,21.21,55.88,41.18,91.18,52.94,85.29
precip,322410,15.62,59.38,30.3,84.85,72.73,64.06
precip,322411,9.09,81.82,31.82,100.0,60.87,54.55
precip,323610,4.55,86.36,26.09,78.26,54.55,45.45
precip,324611,5.71,61.97,33.8,71.01,60.56,29.58
precip,326112,6.45,58.06,25.81,77.42,70.97,45.16
precip,326512,4.0,52.0,8.0,64.0,68.0,20.0
precip,326611,9.68,33.33,19.35,91.94,74.19,48.39
precip,328711,9.68,41.94,12.9,74.19,80.65,26.67
precip,400710,18.18,60.61,39.39,75.76,63.64,66.67
precip,400910,43.33,73.33,43.33,83.33,62.07,68.97
precip,401610,52.38,100.0,33.33,71.43,52.38,95.0
precip,403601,77.14,85.71,25.71,52.78,33.33,91.43
precip,403711,34.62,83.02,36.36,78.18,50.91,94.74
precip,404810,31.25,81.25,50.0,75.0,62.5,100.0
precip,405610,7.69,84.62,38.46,96.15,57.69,100.0
precip,405711,30.77,80.77,34.62,76.92,42.31,100.0
precip,405910,39.39,69.7,40.91,93.94,72.73,96.97
precip,407810,15.15,68.18,39.39,57.58,56.06,96.97
precip,408401,38.33,64.52,53.12,25.0,50.0,93.75
precip,409310,60.0,56.0,92.0,52.0,60.0,96.0
precip,410010,45.71,71.43,31.43,82.35,52.94,85.29
precip,414110,22.73,78.79,21.21,66.67,66.67,78.79
precip,417110,10.0,85.0,45.0,95.0,75.0,100.0
precip,418010,9.09,60.61,48.48,60.61,69.7,96.97
precip,419211,42.42,66.67,12.12,87.88,36.36,46.88
