mtype,site,2020-01,2020-02,2020-03,2020-04,2020-05,2020-06
precip,403601,7.14,57.14,71.43,30.0,11.43,94.12
precip,403711,8.04,68.42,85.96,40.35,12.5,70.91
precip,404810,12.5,62.5,93.75,34.38,18.75,60.0
precip,405610,16.67,84.0,62.0,12.0,20.0,84.0
precip,405711,16.0,24.0,100.0,20.0,20.0,80.0
precip,405910,15.62,63.64,84.85,63.64,21.21,34.38
precip,407810,9.38,66.67,39.39,15.15,9.09,50.0
precip,408401,12.9,63.33,41.94,51.61,12.9,40.0
precip,409310,8.33,54.17,45.83,41.67,40.0,52.0
precip,410010,3.03,55.88,82.35,20.59,14.71,93.94
precip,414110,6.25,24.24,54.55,28.79,21.21,65.62
precip,417110,5.26,68.42,68.42,42.11,10.53,52.63
precip,418010,9.38,71.88,60.61,57.58,6.06,59.38
precip,419211,3.12,53.12,87.88,24.24,30.3,96.88
