mtype,site,2020-04,2020-05,2020-06,2020-07,2020-08,2020-09
precip,314412,53.85,23.08,38.46,40.38,24.0,72.0
precip,314701,15.87,22.58,90.48,6.35,29.37,82.54
precip,315010,57.14,23.81,52.38,19.05,30.0,90.0
precip,315510,18.18,24.24,87.1,30.3,48.48,45.45
precip,315910,3.12,30.3,78.79,9.09,21.21,66.67
precip,316310,36.36,50.0,87.88,15.15,24.24,66.67
precip,317210,18.97,17.24,73.33,10.0,10.0,80.0
precip,319211,10.71,10.71,85.71,7.14,35.71,53.57
precip,320010,48.33,41.67,30.0,5.08,25.42,89.47
precip,321212,34.38,62.5,74.24,12.12,18.75,93.75
precip,321310,22.73,60.0,80.0,31.82,18.6,83.33
precip,321610,9.09,72.73,42.42,30.3,12.5,75.0
precip,321710,63.33,43.33,38.71,19.35,9.68,83.33
precip,322110,34.09,47.73,82.22,15.56,11.11,77.27
precip,322211,6.06,36.36,78.79,12.12,18.75,54.55
precip,322410,12.5,34.38,81.25,34.38,16.13,58.06
precip,322411,9.09,45.45,72.73,31.82,4.76,80.95
precip,323610,13.64,27.27,59.09,63.64,4.55,86.36
precip,324611,8.33,22.22,63.38,49.3,5.71,61.97
precip,326112,6.67,20.0,64.52,35.48,6.45,58.06
precip,326512,8.33,28.0,84.0,44.0,4.0,50.0
precip,326611,12.9,22.58,96.77,51.61,9.68,31.03
precip,328711,8.33,30.0,93.55,29.03,9.68,41.94
precip,400710,27.27,18.18,90.91,6.06,18.18,59.38
precip,400910,10.34,34.48,86.21,10.34,43.33,73.33
precip,401610,45.0,20.0,90.48,9.52,52.38,100.0
precip,403601,30.0,11.43,94.12,8.82,54.29,85.71
precip,403711,40.35,12.5,71.43,34.82,34.62,83.02
precip,404810,34.38,18.75,62.5,18.75,31.25,75.0
precip,405610,12.0,20.0,84.62,10.0,7.69,84.62
precip,405711,20.0,20.0,80.77,61.54,30.77,80.77
precip,405910,63.64,21.21,36.36,19.7,39.39,69.7
precip,407810,15.15,9.09,51.52,15.15,15.15,69.7
precip,408401,51.61,12.9,41.94,37.1,38.33,64.52
precip,409310,41.67,40.0,52.0,68.0,60.0,54.17
precip,410010,20.59,14.71,94.12,8.57,45.71,71.43
precip,414110,28.79,21.21,66.67,4.55,22.73,78.79
precip,417110,42.11,10.53,55.0,20.0,10.0,85.0
precip,418010,57.58,6.06,60.61,15.15,9.09,60.61
precip,419211,24.24,30.3,96.97,6.06,40.62,65.62
