mtype,site,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02
flow,69602,17.86,10.71,96.43,100.0,75.0,51.85
flow,69614,4.65,9.3,100.0,93.02,55.81,72.09
flow,69618,7.27,5.45,100.0,98.18,58.18,20.0
flow,69635,29.73,18.92,97.3,94.59,72.97,18.92
flow,70105,22.22,25.71,100.0,100.0,83.33,37.84
flow,70303,55.56,38.89,100.0,100.0,82.35,52.94
flow,70902,44.44,36.11,97.3,91.89,80.56,50.0
flow,70908,36.84,36.84,100.0,100.0,89.47,84.21
flow,71106,16.33,20.41,100.0,95.92,81.25,46.81
flow,71116,33.33,29.63,72.22,51.85,44.44,33.33
flow,71117,40.0,15.0,90.0,90.0,40.0,20.0
flow,71130,37.5,50.0,100.0,100.0,100.0,93.75
flow,71136,18.18,36.36,100.0,100.0,50.0,28.57
flow,71156,28.57,21.43,100.0,92.86,85.71,80.0
flow,71178,6.25,31.25,94.12,100.0,94.44,64.71
flow,71195,11.11,35.29,29.41,5.88,58.82,47.06
precip,218810,15.38,2.56,10.26,,,20.51
precip,219510,15.62,9.38,82.81,40.62,58.46,26.15
precip,219910,14.55,7.27,80.7,82.14,35.71,35.71
precip,222610,15.15,5.88,60.61,52.94,8.82,11.43
precip,226510,27.59,0.0,75.86,44.83,10.34,55.17
precip,227810,20.0,27.59,93.33,93.33,25.81,77.42
precip,231910,12.5,36.36,100.0,96.97,65.62,96.97
precip,232710,33.33,80.56,100.0,97.3,20.0,87.88
precip,233510,41.67,62.5,100.0,96.0,12.5,95.65
precip,233610,8.16,75.51,97.96,97.96,42.0,75.51
precip,234511,10.98,53.66,97.56,97.56,68.29,85.0
precip,237101,26.92,50.0,100.0,75.0,25.0,75.0
precip,239101,44.44,57.69,96.15,92.31,26.92,76.92
precip,304610,25.0,12.12,84.85,24.24,64.71,54.55
precip,306610,41.38,48.28,93.1,41.38,27.59,21.43
precip,307001,31.03,17.24,86.67,10.0,63.33,55.17
precip,309810,29.03,74.19,100.0,83.87,24.19,31.25
precip,310510,17.24,6.67,76.67,20.0,70.0,40.0
precip,311810,20.59,14.71,91.18,61.76,20.59,20.59
precip,311910,29.31,55.17,93.1,86.21,32.14,71.43
precip,313710,35.85,76.92,98.15,94.44,10.91,80.77
precip,314411,42.11,52.63,94.74,70.0,30.0,73.68
precip,314412,33.33,41.67,96.0,76.0,40.0,33.33
precip,314701,37.7,78.69,98.36,83.61,19.35,75.41
precip,315010,36.84,52.63,94.74,85.0,20.0,42.11
precip,315510,32.26,87.1,96.77,93.55,12.9,58.06
precip,315910,45.16,77.42,100.0,87.1,16.13,73.33
precip,316310,51.61,70.97,93.55,87.1,22.58,70.97
precip,317210,14.29,85.71,100.0,96.43,23.21,60.71
precip,319211,30.77,69.23,100.0,96.3,18.52,70.37
precip,320010,10.71,8.93,68.97,62.07,10.71,51.79
precip,321212,16.13,67.74,100.0,80.65,16.67,56.67
precip,321610,12.9,64.52,96.77,93.55,22.58,40.62
precip,321710,8.62,10.34,79.31,89.66,24.14,37.93
precip,322110,34.88,65.12,86.05,74.42,30.95,67.44
precip,322211,3.12,75.0,96.88,90.32,19.35,29.03
precip,322410,40.0,80.0,83.33,83.33,30.0,23.33
precip,322411,30.0,70.0,100.0,100.0,19.05,66.67
precip,323610,35.0,38.1,95.24,85.71,16.67,57.14
precip,324611,42.03,38.41,91.04,88.24,20.59,1.45
precip,326112,65.52,82.76,100.0,81.03,27.59,39.29
precip,326512,73.91,39.13,100.0,63.64,72.73,45.45
precip,326611,71.43,58.62,100.0,82.14,78.57,53.57
precip,328711,58.62,51.72,96.55,37.93,58.62,27.59
precip,400710,38.71,70.97,100.0,51.61,25.81,35.48
precip,400910,46.43,60.71,100.0,53.57,17.86,7.41
precip,401610,78.95,57.89,100.0,52.63,36.84,16.67
precip,403601,57.58,72.73,100.0,58.82,48.53,23.53
precip,403711,33.33,62.26,100.0,71.7,0.0,3.64
precip,404810,7.14,50.0,92.86,85.71,53.33,33.33
precip,405610,62.5,75.0,100.0,79.17,54.35,54.17
precip,405711,66.67,66.67,100.0,75.0,58.33,26.09
precip,405910,38.71,64.52,100.0,87.1,50.0,45.16
precip,407810,50.0,74.19,100.0,58.06,33.33,9.68
precip,408401,48.28,66.67,100.0,70.0,43.33,21.43
precip,409310,86.96,73.91,95.65,78.26,45.45,40.91
precip,410010,57.58,77.27,100.0,64.52,12.9,37.5
precip,414110,25.81,61.29,100.0,90.32,36.67,35.48
precip,417110,38.89,77.78,100.0,55.56,52.94,11.76
precip,418010,74.19,40.0,100.0,61.29,60.0,43.33
precip,419211,38.71,64.52,100.0,87.1,16.13,73.33
