mtype,site,2020-12,2021-01,2021-02,2021-03,2021-04,2021-05
flow,69618,26.32,64.91,31.58,31.58,19.3,5.26
flow,69635,25.64,82.05,38.46,27.5,10.0,2.5
flow,70105,47.37,89.47,25.64,30.77,10.26,2.56
flow,70303,40.0,85.0,50.0,35.0,15.0,10.0
flow,70902,56.41,97.44,61.54,33.33,36.84,15.79
flow,70908,27.27,80.95,61.9,47.62,61.9,52.38
flow,71106,21.57,98.04,60.0,25.0,21.57,15.69
flow,71116,12.28,49.12,29.82,8.77,43.86,59.65
flow,71117,8.7,56.52,43.48,34.78,21.74,17.39
flow,71130,66.67,83.33,50.0,38.89,35.29,17.65
flow,71136,8.33,33.33,29.17,20.83,29.17,17.39
flow,71156,12.5,68.75,56.25,37.5,18.75,12.5
flow,71178,26.32,100.0,80.0,15.0,10.53,11.11
flow,71195,10.0,35.0,10.53,47.37,26.32,40.0
precip,217810,40.62,65.62,37.5,83.87,62.5,75.0
precip,218810,34.15,68.29,33.33,57.14,45.0,90.0
precip,219510,42.42,73.13,28.36,78.79,52.31,81.82
precip,219910,48.28,91.53,28.81,27.59,25.0,49.12
precip,222610,37.84,56.76,5.26,24.32,38.89,78.38
precip,226510,34.38,62.5,15.62,9.68,16.13,93.55
precip,227810,59.38,72.73,12.12,30.3,0.0,96.97
precip,231910,31.43,14.71,2.78,14.29,22.86,93.94
precip,232710,51.28,35.14,52.78,33.33,74.29,94.44
precip,233510,62.96,19.23,65.38,32.0,50.0,96.15
precip,233610,62.75,19.23,15.38,23.53,52.0,96.08
precip,234511,76.74,33.72,2.33,21.43,19.05,92.86
precip,237101,46.67,53.33,20.0,40.0,28.57,92.86
precip,239101,75.86,55.17,6.9,37.93,24.14,100.0
precip,304610,20.0,61.11,19.44,50.0,67.57,86.49
precip,306610,61.29,69.35,14.52,74.19,43.33,96.67
precip,307001,25.0,53.12,10.94,50.0,48.39,80.65
precip,309810,42.42,81.82,50.0,29.41,26.47,100.0
precip,310510,31.25,62.5,15.62,71.88,50.0,78.12
precip,311810,58.33,86.11,25.0,37.14,34.29,100.0
precip,311910,67.74,70.97,29.03,13.33,17.24,100.0
precip,313710,63.16,93.1,21.82,14.29,18.52,100.0
precip,314411,63.64,68.18,22.73,81.82,4.76,100.0
precip,314412,55.56,74.07,25.93,62.96,50.0,100.0
precip,314701,72.22,76.56,39.06,26.98,10.94,100.0
precip,315010,59.09,81.82,31.82,27.27,38.1,100.0
precip,315510,42.42,81.82,50.0,23.53,50.0,100.0
precip,315910,66.67,45.45,9.09,3.03,22.73,100.0
precip,316310,54.55,69.7,52.94,23.53,47.06,100.0
precip,317210,50.0,80.0,16.67,50.0,10.0,100.0
precip,319211,62.07,86.21,27.59,37.93,10.71,100.0
precip,320010,45.0,91.53,38.98,11.86,33.33,100.0
precip,321212,63.64,78.79,30.3,10.61,12.12,100.0
precip,321310,65.91,73.33,28.26,6.67,6.82,100.0
precip,321610,75.76,72.73,38.24,21.21,18.18,100.0
precip,321710,51.61,93.55,26.67,66.67,40.0,90.0
precip,322110,73.33,84.44,50.0,20.0,15.91,100.0
precip,322211,52.94,85.29,20.59,22.06,33.33,96.97
precip,322410,72.73,63.64,15.15,21.21,15.62,100.0
precip,322411,60.87,56.52,17.39,4.35,18.18,100.0
precip,323610,56.52,47.83,30.43,26.09,21.74,95.45
precip,324611,60.56,29.58,18.06,16.9,15.28,94.44
precip,326112,70.97,45.16,22.58,14.52,25.81,96.77
precip,326512,68.0,20.0,56.0,8.0,37.5,88.0
precip,326611,74.19,48.39,25.81,16.13,40.62,93.75
precip,328711,80.65,29.03,48.39,6.45,51.61,93.33
precip,400710,63.64,66.67,50.0,23.53,29.41,100.0
precip,400910,63.33,70.0,16.67,60.0,3.33,100.0
precip,401610,52.38,95.0,65.0,100.0,50.0,95.0
precip,403601,33.33,91.67,27.78,38.89,16.67,97.22
precip,403711,50.91,94.74,53.45,10.34,10.34,91.07
precip,404810,62.5,100.0,58.82,76.47,11.76,94.12
precip,405711,42.31,100.0,34.62,30.77,16.0,96.0
precip,405910,72.73,96.97,48.53,60.29,11.76,97.06
precip,407810,56.06,93.94,8.82,29.41,26.47,97.06
precip,408401,50.0,93.75,58.06,37.5,18.75,64.52
precip,409310,60.0,96.0,52.0,12.0,52.0,80.0
precip,410010,52.94,85.29,48.57,31.43,8.57,100.0
precip,414110,66.67,78.79,27.94,82.35,26.47,97.06
precip,417110,75.0,100.0,25.0,45.0,35.0,90.0
precip,418010,75.76,96.97,39.39,29.41,48.53,97.06
precip,419211,36.36,48.48,15.15,58.82,27.27,100.0
