mtype,site,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11
flow,63001,93.75,68.75,46.67,37.5,25.0,26.67
flow,63101,96.15,80.77,56.0,32.0,26.92,32.0
flow,64304,100.0,50.0,30.0,50.0,20.0,100.0
flow,64602,58.82,78.43,15.69,3.92,1.92,29.41
flow,65102,91.67,58.33,33.33,58.33,0.0,76.92
flow,65106,81.82,54.55,0.0,9.09,9.09,60.0
flow,65701,100.0,33.33,45.45,58.33,25.0,100.0
flow,65901,90.32,48.39,16.13,19.35,6.45,96.67
flow,66204,87.23,38.3,6.38,14.89,2.13,93.62
flow,66213,95.83,40.0,4.35,13.04,4.35,95.65
flow,66403,11.11,100.0,50.0,0.0,0.0,0.0
flow,66415,64.29,50.0,30.77,30.77,30.77,100.0
flow,66417,90.62,62.5,46.88,31.25,30.3,94.12
flow,66425,88.46,76.92,53.85,65.38,4.17,32.0
flow,66435,78.57,59.09,42.86,54.76,83.33,90.48
flow,66442,33.33,100.0,66.67,33.33,33.33,50.0
flow,66602,97.06,94.29,76.47,64.71,50.0,60.61
flow,66612,100.0,78.57,50.0,81.48,62.96,96.3
flow,67001,90.48,76.19,57.14,71.43,71.43,90.0
flow,67402,86.67,50.0,18.75,50.0,18.75,100.0
flow,67408,82.76,68.97,24.14,65.52,58.62,100.0
flow,67602,100.0,100.0,50.0,0.0,0.0,100.0
flow,67702,87.88,45.45,24.24,63.64,46.88,100.0
flow,67805,95.65,78.26,60.87,73.91,60.87,90.91
flow,68001,100.0,100.0,50.0,0.0,0.0,100.0
flow,68002,85.71,68.57,54.29,40.0,45.71,100.0
flow,68320,96.88,84.38,74.19,77.42,50.0,100.0
flow,68322,91.67,75.0,75.0,66.67,41.67,100.0
flow,68806,61.54,57.69,25.0,13.46,5.77,90.38
flow,68810,52.78,67.57,21.62,10.81,5.71,91.43
flow,68819,57.14,53.85,15.38,30.77,23.08,100.0
flow,68822,71.43,14.29,15.38,57.14,21.43,100.0
flow,69001,100.0,93.33,73.33,73.33,40.0,100.0
flow,69101,83.33,41.67,8.33,27.27,9.09,100.0
flow,69201,80.0,46.67,33.33,46.67,40.0,60.0
flow,69202,86.67,66.67,78.57,85.71,92.86,100.0
flow,69302,27.45,60.78,47.06,11.76,1.96,71.15
flow,69505,69.44,41.67,5.71,8.33,8.33,100.0
flow,69602,80.0,48.15,11.11,17.86,10.71,100.0
flow,69614,70.45,40.91,4.55,4.65,9.3,100.0
flow,69618,61.82,40.0,7.27,7.27,5.45,100.0
flow,69635,78.38,37.84,10.81,29.73,18.92,100.0
flow,70105,80.56,32.43,10.81,22.22,25.71,100.0
flow,70303,72.22,44.44,16.67,52.94,41.18,100.0
flow,70902,80.56,38.89,14.29,44.44,36.11,100.0
flow,70908,75.0,73.68,26.32,36.84,36.84,100.0
flow,71106,66.67,46.81,20.41,16.33,18.75,100.0
flow,71116,100.0,100.0,0.0,0.0,0.0,100.0
flow,71117,40.0,60.0,26.32,36.84,15.0,95.0
flow,71130,87.5,75.0,43.75,37.5,43.75,100.0
flow,71136,71.43,86.36,36.36,18.18,36.36,100.0
flow,71156,86.67,60.0,20.0,23.08,15.38,100.0
