mtype,site,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07
flow,69302,92.16,70.59,76.47,78.43,29.41,62.75
flow,69505,88.89,88.89,80.56,72.22,68.57,36.11
flow,69602,85.19,100.0,70.37,88.46,80.0,44.44
flow,69614,100.0,97.67,83.72,93.18,69.77,37.21
flow,69618,90.74,92.59,77.78,83.33,61.82,40.0
flow,69635,80.56,94.59,70.27,81.08,78.38,37.84
flow,70105,80.56,88.89,58.33,61.11,80.56,32.43
flow,70303,82.35,94.12,66.67,52.94,76.47,33.33
flow,70902,94.44,91.67,72.22,83.33,80.56,40.0
flow,70908,78.95,100.0,94.74,94.74,75.0,73.68
flow,71106,93.62,89.8,87.76,67.35,68.09,41.3
flow,71116,90.74,79.63,74.07,86.79,43.4,84.91
flow,71117,100.0,95.0,90.0,84.21,36.84,60.0
flow,71130,100.0,100.0,93.33,93.33,81.25,68.75
flow,71136,28.57,66.67,85.71,90.48,70.0,86.36
flow,71156,85.71,84.62,76.92,100.0,85.71,57.14
flow,71178,76.47,76.47,75.0,60.0,53.33,26.67
flow,71195,64.71,41.18,23.53,66.67,72.22,52.94
precip,217810,92.86,67.86,68.97,58.62,7.14,100.0
precip,218810,97.44,50.0,89.47,47.37,2.63,92.31
precip,219510,93.75,60.32,87.1,57.81,4.84,95.31
precip,219910,98.18,41.82,85.71,61.82,14.81,94.55
precip,222610,94.29,40.0,64.71,74.29,14.71,90.91
precip,226510,100.0,41.38,93.1,89.66,28.57,96.43
precip,227810,100.0,93.33,90.0,96.77,86.21,48.28
precip,231910,100.0,53.12,87.5,93.33,93.75,9.68
precip,232710,100.0,63.64,81.25,75.76,100.0,14.29
precip,233510,95.65,59.09,39.13,68.18,100.0,18.18
precip,233610,100.0,41.67,70.21,60.42,97.92,2.13
precip,234511,100.0,33.33,66.67,79.49,97.5,0.0
precip,237101,100.0,50.0,83.33,81.82,72.73,0.0
precip,239101,100.0,38.46,88.89,76.92,84.62,7.69
precip,304610,100.0,62.86,91.43,57.14,20.59,90.62
precip,306610,100.0,64.29,85.71,32.14,10.71,75.86
precip,307001,93.1,72.41,79.31,48.28,34.48,93.1
precip,309810,100.0,96.77,83.87,45.16,20.0,48.39
precip,310510,93.1,50.0,90.0,63.33,6.9,92.86
precip,311810,100.0,48.48,87.88,67.65,10.61,97.06
precip,311910,100.0,28.57,92.59,70.37,35.71,67.86
precip,313710,100.0,71.7,80.39,34.0,41.35,22.22
precip,314411,100.0,52.63,78.95,42.11,22.22,84.21
precip,314412,100.0,45.83,87.5,37.5,27.27,82.61
precip,314701,100.0,61.67,78.69,35.0,35.25,14.75
precip,315010,100.0,78.95,94.74,31.58,27.78,84.21
precip,315510,100.0,93.55,74.19,25.81,85.19,60.0
precip,315910,100.0,63.33,86.67,29.03,41.94,19.35
precip,316310,100.0,90.32,87.1,25.81,19.35,35.48
precip,317210,100.0,51.85,88.89,18.52,50.0,25.93
precip,319211,100.0,84.62,88.46,53.85,65.38,23.08
precip,320010,100.0,29.82,77.59,62.07,17.54,78.57
precip,321212,100.0,28.33,96.67,66.67,66.67,70.97
precip,321310,100.0,32.56,92.86,79.07,61.9,45.24
precip,321610,100.0,40.32,93.55,32.26,67.74,3.33
precip,321710,96.43,28.57,89.29,53.57,24.14,86.21
precip,322110,97.67,46.51,85.71,33.33,30.95,45.24
precip,322211,100.0,70.97,90.32,29.03,74.19,16.13
precip,322410,100.0,43.33,93.33,40.0,56.67,33.33
precip,322411,95.0,60.0,90.0,45.0,75.0,5.0
precip,323610,95.0,45.0,95.0,60.0,80.0,5.0
precip,324611,98.55,50.72,91.43,77.14,85.51,63.77
precip,326112,100.0,50.0,92.86,25.0,51.72,13.79
precip,326512,100.0,72.73,90.91,52.17,73.91,21.74
precip,326611,100.0,75.0,84.48,62.07,86.21,51.72
precip,328711,100.0,75.0,75.0,48.21,82.14,39.29
precip,400710,100.0,96.77,96.77,37.1,22.58,26.67
precip,400910,100.0,62.96,96.3,33.33,44.44,7.41
precip,401610,100.0,100.0,83.33,33.33,57.89,21.05
precip,403601,100.0,87.5,96.97,56.06,34.38,35.48
precip,403711,98.18,61.82,69.09,45.37,65.74,35.85
precip,404810,92.86,14.29,71.43,21.43,78.57,7.69
precip,405610,100.0,100.0,95.65,30.43,47.83,17.39
precip,405711,100.0,100.0,86.96,26.09,52.17,25.0
precip,405910,96.77,51.61,83.33,22.58,70.97,16.67
precip,407810,100.0,0.0,54.84,19.35,36.67,16.67
precip,408401,100.0,100.0,70.69,46.55,55.56,34.62
precip,409310,100.0,100.0,80.95,56.52,27.27,69.57
precip,410010,100.0,87.5,93.75,34.38,51.61,6.45
precip,414110,100.0,69.35,96.77,26.67,58.06,16.67
precip,417110,100.0,82.35,100.0,20.59,47.06,35.29
precip,418010,100.0,83.87,96.67,25.81,45.16,30.0
precip,419211,100.0,80.65,96.77,41.94,45.16,29.03
