mtype,site,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06
flow,63001,100.0,100.0,75.0,81.25,43.75,31.25
flow,63101,96.0,96.0,84.0,72.0,76.92,50.0
flow,64304,100.0,27.27,45.45,90.91,81.82,90.0
flow,64602,19.23,23.08,28.85,34.62,32.69,50.0
flow,64610,90.38,67.31,64.71,86.27,54.9,47.06
flow,65104,25.4,11.29,27.42,59.68,51.61,51.61
flow,65106,83.33,41.67,58.33,75.0,41.67,33.33
flow,65701,100.0,64.29,71.43,78.57,35.71,30.77
flow,65901,87.1,31.25,53.12,62.5,37.5,45.16
flow,66204,68.09,48.94,61.7,70.21,40.43,63.83
flow,66213,70.83,36.0,48.0,64.0,40.0,52.0
flow,66403,0.0,0.0,0.0,12.5,22.22,11.11
flow,66407,83.33,54.17,39.58,39.58,20.83,22.92
flow,66415,71.43,50.0,46.67,42.86,35.71,35.71
flow,66417,93.94,69.7,63.64,63.64,34.38,78.12
flow,66425,81.48,40.74,57.69,32.0,34.62,0.0
flow,66435,95.24,77.27,95.45,95.45,69.05,78.57
flow,66442,33.33,33.33,25.0,75.0,50.0,50.0
flow,66602,82.35,76.47,69.7,63.64,64.71,58.82
flow,66612,89.29,57.14,55.17,65.52,44.83,78.57
flow,67001,95.24,95.0,80.95,76.19,42.86,71.43
flow,67402,93.75,79.41,58.82,44.12,23.53,33.33
flow,67408,86.21,82.76,68.97,68.97,34.48,72.41
flow,67602,86.67,80.0,60.0,56.67,20.0,53.33
flow,67702,87.88,81.82,69.7,66.67,39.39,66.67
flow,67805,95.65,78.26,81.82,73.91,65.22,56.52
flow,68001,89.09,51.85,57.41,70.37,52.73,63.64
flow,68002,85.71,68.57,61.11,61.11,58.33,75.0
flow,68320,74.19,50.0,59.38,56.25,50.0,68.75
flow,68322,83.33,66.67,50.0,66.67,45.45,33.33
flow,68526,37.5,25.0,28.21,61.54,41.03,43.59
flow,68806,46.15,17.31,40.38,66.04,50.94,76.92
flow,68810,63.89,56.76,72.97,72.97,64.86,94.44
flow,68819,53.33,20.0,60.0,80.0,53.33,92.86
flow,68822,93.33,33.33,46.67,80.0,28.57,71.43
flow,69001,81.25,62.5,53.33,53.33,53.33,66.67
flow,69101,92.31,38.46,53.85,61.54,53.85,58.33
flow,69201,87.5,43.75,56.25,53.33,26.67,40.0
flow,69202,66.67,60.0,40.0,53.33,46.67,60.0
flow,69302,23.08,19.23,28.85,69.23,65.38,50.0
flow,69505,70.27,37.84,35.14,45.95,56.76,80.56
flow,69602,78.57,53.57,50.0,35.71,29.63,57.69
flow,69614,56.82,70.45,81.82,70.45,13.64,13.64
flow,69618,58.18,20.0,27.27,45.45,33.33,56.36
flow,69635,72.97,21.62,18.42,26.32,5.26,47.37
flow,70105,83.33,40.54,27.03,16.22,18.92,62.16
flow,70303,83.33,55.56,38.89,57.89,31.58,50.0
flow,70902,81.08,45.95,40.54,47.22,27.78,52.78
flow,70908,85.0,80.0,60.0,65.0,50.0,38.1
flow,71106,81.63,39.58,30.0,30.61,18.37,56.25
flow,71116,46.43,33.93,44.64,85.71,80.0,89.09
flow,71117,42.86,19.05,66.67,100.0,80.0,85.0
flow,71130,87.5,93.75,93.75,100.0,86.67,75.0
flow,71136,50.0,31.82,40.91,54.55,59.09,63.64
flow,71156,78.57,80.0,46.67,46.67,33.33,33.33
flow,71178,94.44,66.67,61.11,41.18,43.75,33.33
flow,71195,55.56,44.44,27.78,27.78,15.79,15.79
precip,218810,,22.5,78.05,69.23,84.62,10.26
precip,219510,58.46,26.15,81.25,61.9,84.62,6.35
precip,219910,36.84,36.84,87.72,68.42,82.14,21.43
precip,222610,11.43,13.89,44.44,54.29,86.11,8.57
precip,227810,25.81,77.42,19.35,64.52,56.25,38.71
precip,231910,65.62,97.06,47.06,35.29,15.62,66.67
precip,232710,20.0,88.24,22.86,91.18,28.57,72.22
precip,233510,12.5,95.83,50.0,92.0,16.0,12.5
precip,233610,42.0,76.0,26.0,89.8,14.0,65.31
precip,234511,68.29,85.37,19.51,90.24,14.63,73.17
precip,237101,26.92,76.92,26.92,84.62,23.08,38.46
precip,239101,29.63,77.78,5.56,92.86,14.29,78.57
precip,304610,64.71,55.88,86.11,75.0,83.33,22.86
precip,306610,27.59,24.14,89.66,68.97,72.41,17.24
precip,307001,63.33,55.0,93.33,96.67,83.33,16.67
precip,309810,24.19,28.12,40.62,71.88,46.88,15.62
precip,310510,70.0,40.0,83.87,64.52,83.87,19.35
precip,311810,20.59,19.12,67.65,82.35,82.86,14.71
precip,311910,34.48,72.41,79.31,60.71,57.14,36.67
precip,313710,12.5,81.13,16.67,76.92,52.94,34.62
precip,314411,30.0,75.0,60.0,75.0,65.0,5.0
precip,314412,40.0,36.0,88.0,60.0,88.0,20.0
precip,314701,19.35,75.81,31.15,83.06,40.98,26.23
precip,315010,20.0,45.0,80.0,70.0,70.0,20.0
precip,315510,12.9,59.38,21.88,87.5,43.75,6.67
precip,315910,16.13,74.19,19.35,74.19,40.62,77.42
precip,316310,22.58,71.88,43.75,96.88,59.38,15.62
precip,317210,23.21,60.71,28.57,64.29,32.14,32.14
precip,319211,18.52,70.37,22.22,70.37,18.52,33.33
precip,320010,12.28,52.63,87.93,56.78,77.97,3.39
precip,321212,19.35,58.06,35.48,67.74,70.97,28.12
precip,321310,23.26,70.45,47.73,81.4,63.64,43.18
precip,321610,22.58,40.62,9.38,84.38,64.52,54.84
precip,321710,24.14,37.93,62.07,68.97,89.66,17.24
precip,322110,32.56,68.18,34.09,83.72,58.14,39.77
precip,322211,21.88,31.25,15.62,71.88,38.71,77.42
precip,322410,30.65,25.81,12.9,80.65,46.67,63.33
precip,322411,14.29,66.67,30.95,61.9,45.0,75.0
precip,323610,16.67,23.81,33.33,33.33,61.9,90.0
precip,324611,21.74,2.86,37.14,33.8,22.54,86.96
precip,326112,27.59,41.38,25.86,48.28,17.24,58.62
precip,326512,73.91,45.65,15.22,73.91,13.04,56.52
precip,326611,79.31,55.17,20.69,80.0,13.33,51.72
precip,328711,58.62,27.59,31.03,72.41,3.45,80.0
precip,400710,25.81,35.94,34.38,84.38,81.25,45.16
precip,400910,17.86,10.71,21.43,64.29,71.43,37.04
precip,401610,36.84,21.05,42.11,57.89,26.32,36.84
precip,403601,48.53,23.53,35.29,76.47,58.82,84.85
precip,403711,0.0,5.36,23.21,71.43,50.91,78.18
precip,404810,53.33,33.33,6.67,20.0,26.67,46.67
precip,405610,54.35,54.17,54.17,54.17,70.83,41.67
precip,405711,58.33,27.08,66.67,56.25,66.67,45.83
precip,405910,51.61,46.88,12.5,53.12,59.38,34.38
precip,407810,35.48,12.5,43.75,62.5,59.38,25.0
precip,408401,43.33,22.41,70.0,60.0,76.67,24.14
precip,409310,47.83,43.48,56.52,69.57,66.67,12.5
precip,410010,15.62,39.39,27.27,87.88,45.45,34.38
precip,414110,37.1,37.5,12.5,56.25,70.31,40.62
precip,417110,52.78,16.67,44.44,38.89,50.0,26.32
precip,418010,61.29,45.16,48.44,67.74,50.0,3.12
precip,419211,16.13,74.19,34.38,81.25,26.56,40.62
