mtype,site,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03
flow,71116,29.63,72.22,51.85,44.44,33.33,44.44
flow,71117,19.05,85.71,85.71,42.86,23.81,52.38
flow,71130,37.5,100.0,100.0,87.5,93.75,93.75
flow,71136,36.36,100.0,100.0,50.0,28.57,42.86
flow,71156,21.43,100.0,92.86,85.71,80.0,42.86
flow,71178,31.25,94.12,100.0,94.44,64.71,58.82
flow,71195,35.29,29.41,5.88,58.82,47.06,23.53
precip,218810,2.56,10.26,,,20.51,80.0
precip,219510,9.38,82.81,40.62,58.46,26.15,82.54
precip,219910,7.27,80.7,82.14,36.84,36.84,87.72
precip,222610,5.88,60.61,52.94,8.82,11.43,42.86
precip,226510,0.0,75.86,44.83,10.34,55.17,24.14
precip,227810,27.59,93.33,93.33,25.81,77.42,16.67
precip,231910,36.36,100.0,96.97,65.62,96.97,45.45
precip,232710,80.56,100.0,97.3,20.0,87.88,20.59
precip,233510,62.5,100.0,96.0,12.5,95.65,47.83
precip,233610,75.51,97.96,97.96,42.0,75.51,24.49
precip,234511,53.66,97.56,97.56,68.29,85.0,17.5
precip,237101,50.0,100.0,75.0,25.0,75.0,25.0
precip,239101,57.69,96.15,92.31,26.92,76.92,3.85
precip,304610,12.12,84.85,24.24,64.71,55.88,86.11
precip,306610,48.28,93.1,41.38,27.59,24.14,89.66
precip,307001,17.24,86.67,10.0,63.33,55.0,93.33
precip,309810,74.19,100.0,83.87,24.19,31.25,38.71
precip,310510,6.67,76.67,20.0,70.0,40.0,86.67
precip,311810,14.71,91.18,61.76,20.59,20.59,69.7
precip,311910,55.17,93.1,86.21,34.48,72.41,79.31
precip,313710,76.92,98.15,94.55,12.5,80.77,15.09
precip,314411,52.63,94.74,70.0,30.0,75.0,60.0
precip,314412,41.67,96.0,76.0,40.0,36.0,88.0
precip,314701,78.69,98.36,83.61,19.35,75.41,30.0
precip,315010,52.63,94.74,85.0,20.0,45.0,80.0
precip,315510,87.1,96.77,93.55,12.9,58.06,19.35
precip,315910,77.42,100.0,87.1,16.13,73.33,16.67
precip,316310,70.97,93.55,87.1,22.58,71.88,43.75
precip,317210,85.71,100.0,96.43,23.21,60.71,28.57
precip,319211,69.23,100.0,96.3,18.52,70.37,19.23
precip,320010,8.93,68.97,62.07,12.28,52.63,87.93
precip,321212,67.74,100.0,80.65,19.35,58.06,35.48
precip,321310,71.43,97.56,76.19,21.43,69.77,46.51
precip,321610,64.52,96.77,93.55,22.58,40.62,6.45
precip,321710,10.34,79.31,89.66,24.14,37.93,60.71
precip,322110,65.12,86.05,74.42,32.56,68.18,34.09
precip,322211,75.0,96.88,90.32,19.35,29.03,12.9
precip,322410,80.0,83.33,83.33,30.0,23.33,10.0
precip,322411,70.0,100.0,100.0,19.05,66.67,30.0
precip,323610,38.1,95.24,85.71,16.67,23.81,30.0
precip,324611,38.41,91.04,88.41,21.74,2.86,36.23
precip,326112,82.76,100.0,81.03,27.59,39.29,25.0
precip,326512,39.13,100.0,65.22,73.91,47.83,13.64
precip,326611,58.62,100.0,82.76,79.31,55.17,17.86
precip,328711,51.72,96.55,37.93,58.62,27.59,28.57
precip,400710,70.97,100.0,51.61,25.81,35.94,34.38
precip,400910,60.71,100.0,53.57,17.86,10.71,21.43
precip,401610,57.89,100.0,52.63,36.84,21.05,42.11
precip,403601,72.73,100.0,58.82,48.53,23.53,33.33
precip,403711,62.26,100.0,71.7,0.0,3.64,21.82
precip,404810,50.0,92.86,85.71,53.33,33.33,6.67
precip,405610,75.0,100.0,79.17,54.35,54.17,54.17
precip,405711,66.67,100.0,75.0,58.33,27.08,66.67
precip,405910,64.52,100.0,87.1,51.61,46.88,12.5
precip,407810,74.19,100.0,58.06,35.48,12.5,41.94
precip,408401,66.67,100.0,70.0,43.33,22.41,70.0
precip,409310,73.91,95.65,78.26,47.83,43.48,54.55
precip,410010,77.27,100.0,65.62,15.62,39.39,27.27
precip,414110,61.29,100.0,90.32,37.1,37.5,12.5
precip,417110,77.78,100.0,55.56,52.78,16.67,41.18
precip,418010,40.0,100.0,61.29,61.29,45.16,51.56
precip,419211,64.52,100.0,87.1,16.13,74.19,34.38
