mtype,site,2019-11,2019-12,2020-01,2020-02,2020-03,2020-04
precip,219910,82.76,100.0,8.62,72.41,54.39,66.67
precip,222610,74.29,100.0,13.89,51.35,36.11,60.0
precip,226510,60.0,100.0,0.0,33.33,66.67,53.33
precip,227810,45.16,61.29,3.12,21.88,83.87,9.68
precip,231910,23.53,51.52,18.75,52.94,73.53,0.0
precip,232710,16.22,35.14,11.43,73.53,97.14,0.0
precip,233510,12.0,44.0,0.0,62.5,87.5,0.0
precip,233610,2.0,10.2,6.0,56.0,76.0,0.0
precip,234511,4.76,7.32,9.76,53.66,78.05,0.0
precip,237101,57.14,28.57,7.69,30.77,100.0,0.0
precip,239101,53.57,35.71,3.7,22.22,96.3,10.71
precip,304610,85.29,100.0,45.71,88.57,35.14,63.89
precip,306610,90.0,96.67,10.0,80.0,66.67,62.07
precip,307001,83.87,96.77,32.26,96.77,48.39,56.67
precip,309810,37.5,100.0,3.12,54.55,87.5,43.75
precip,310510,67.74,96.77,19.35,93.55,22.58,64.52
precip,311810,94.29,100.0,5.71,61.76,50.0,67.65
precip,311910,70.0,96.67,6.67,36.67,79.31,42.86
precip,313710,56.36,76.79,10.53,40.74,83.64,13.46
precip,314411,90.0,100.0,4.76,57.14,95.24,45.0
precip,314412,92.31,100.0,3.85,73.08,50.0,52.0
precip,314701,54.84,88.71,3.17,58.73,75.81,14.52
precip,315010,90.0,100.0,9.52,76.19,95.24,55.0
precip,315510,46.88,75.0,6.25,48.48,93.94,15.62
precip,315910,40.62,65.62,6.25,40.62,65.62,0.0
precip,316310,65.62,93.75,3.12,59.38,96.88,34.38
precip,317210,34.48,75.86,31.03,89.66,100.0,17.86
precip,319211,24.07,71.43,7.14,78.57,88.89,7.41
precip,320010,83.05,100.0,3.45,41.38,77.59,47.46
precip,321212,46.88,96.88,3.12,45.16,93.55,32.26
precip,321310,35.71,76.74,4.55,36.36,65.91,20.93
precip,321610,37.5,37.5,3.12,50.0,78.12,6.25
precip,321710,93.33,100.0,3.33,66.67,51.72,62.07
precip,322110,54.55,86.36,2.27,40.0,79.55,32.56
precip,322211,30.3,45.45,3.03,37.5,78.12,3.12
precip,322410,29.69,71.88,3.12,32.26,83.87,9.68
precip,322411,42.86,4.55,0.0,71.43,80.95,4.76
precip,323610,68.18,36.36,4.55,42.86,80.95,9.52
precip,324611,61.03,48.57,8.57,26.76,71.43,7.04
precip,326112,50.0,46.67,3.33,38.33,70.0,3.45
precip,326512,66.67,62.5,12.5,41.67,26.09,4.35
precip,326611,53.33,46.67,3.33,50.0,41.38,10.0
precip,328711,83.33,80.0,26.67,43.33,24.14,6.9
precip,400710,40.62,90.62,3.12,69.7,57.58,25.0
precip,400910,48.28,62.07,20.69,68.97,51.72,7.14
precip,401610,50.0,80.0,5.0,63.16,68.42,42.11
precip,403601,48.57,82.86,7.14,57.14,70.59,29.41
precip,403711,27.78,59.26,8.04,68.42,85.71,39.29
precip,404810,60.0,46.67,12.5,62.5,93.33,33.33
precip,405610,56.0,64.0,16.67,83.33,62.5,8.33
precip,405711,60.0,52.0,16.0,24.0,100.0,16.67
precip,405910,43.75,43.75,15.62,66.67,84.38,62.5
precip,407810,46.88,34.38,9.38,66.67,37.5,12.5
precip,408401,64.52,64.52,12.9,63.33,41.94,50.0
precip,409310,54.17,41.67,8.33,54.17,43.48,39.13
precip,410010,45.45,78.79,3.03,55.88,81.82,18.18
precip,414110,26.56,78.12,6.25,24.24,53.12,28.12
precip,417110,68.42,73.68,5.26,68.42,66.67,38.89
precip,418010,56.25,34.38,9.38,71.88,59.38,56.25
precip,419211,35.94,75.0,3.12,53.12,87.88,21.88
