mtype,site,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08
flow,70908,60.0,65.0,50.0,38.1,28.57,71.43
flow,71106,32.0,32.0,20.0,56.25,23.4,59.18
flow,71116,44.64,85.71,80.0,89.09,89.09,49.09
flow,71117,66.67,100.0,80.95,85.71,80.95,55.0
flow,71130,93.75,100.0,86.67,94.12,94.12,68.75
flow,71136,40.91,54.55,59.09,63.64,52.17,17.39
flow,71156,46.67,46.67,40.0,31.25,6.25,56.25
flow,71178,61.11,41.18,43.75,37.5,11.76,52.94
flow,71195,27.78,27.78,15.79,10.53,16.67,55.56
precip,218810,78.05,69.23,84.62,12.5,82.93,56.1
precip,219510,81.25,61.9,84.62,6.35,83.08,50.77
precip,219910,87.72,68.42,82.14,21.43,75.44,61.4
precip,222610,44.44,54.29,86.11,8.57,82.35,61.76
precip,227810,19.35,64.52,56.25,38.71,58.06,29.03
precip,231910,47.06,35.29,15.62,67.65,9.09,9.38
precip,232710,22.86,91.18,28.57,72.97,72.97,19.44
precip,233510,50.0,92.0,16.0,16.0,72.0,25.0
precip,233610,26.0,89.8,14.0,66.0,79.59,16.67
precip,234511,19.51,90.24,14.63,73.81,68.29,17.95
precip,237101,26.92,84.62,23.08,38.46,76.92,57.14
precip,239101,5.56,92.86,14.29,78.57,75.0,53.57
precip,304610,86.11,75.0,83.33,22.86,96.97,94.12
precip,306610,89.66,68.97,72.41,17.24,83.33,44.83
precip,307001,93.33,96.67,83.33,16.67,93.33,50.0
precip,309810,40.62,71.88,46.88,15.62,87.5,43.75
precip,310510,83.87,64.52,83.87,19.35,80.0,51.61
precip,311810,67.65,82.35,82.86,14.71,85.71,65.71
precip,311910,79.31,60.71,57.14,36.67,90.0,43.33
precip,313710,16.67,76.92,52.94,35.85,85.45,35.85
precip,314411,60.0,75.0,65.0,5.0,95.0,45.0
precip,314412,88.0,60.0,88.0,20.0,92.0,40.0
precip,314701,31.15,83.06,40.98,27.42,93.55,37.7
precip,315010,80.0,70.0,70.0,20.0,85.0,35.0
precip,315510,21.88,87.5,43.75,6.67,87.5,38.71
precip,315910,19.35,74.19,40.62,78.12,87.5,58.06
precip,316310,43.75,96.88,59.38,15.62,96.88,37.5
precip,317210,28.57,64.29,28.57,34.48,79.31,75.0
precip,319211,22.22,70.37,18.52,33.33,77.78,81.48
precip,320010,87.93,56.78,77.97,3.39,68.97,37.93
precip,321212,35.48,67.74,70.97,28.12,93.75,65.62
precip,321310,47.73,81.4,63.64,43.18,83.72,48.84
precip,321610,9.38,84.38,65.62,56.25,70.97,64.52
precip,321710,62.07,68.97,89.66,20.0,76.67,56.67
precip,322110,34.09,83.72,58.14,39.77,93.18,11.36
precip,322211,15.62,71.88,38.71,77.42,80.65,32.26
precip,322410,12.9,80.65,46.77,64.52,83.87,31.67
precip,322411,30.95,61.9,45.0,75.0,80.0,20.0
precip,323610,33.33,33.33,57.14,90.48,85.71,25.0
precip,324611,37.14,33.8,22.54,87.14,77.14,40.58
precip,326112,25.86,48.28,13.79,60.0,83.33,55.17
precip,326512,15.22,73.91,16.67,58.33,79.17,37.5
precip,326611,20.69,80.0,11.67,53.33,83.33,58.62
precip,328711,31.03,72.41,3.45,80.0,90.0,55.17
precip,400710,34.38,84.38,81.25,46.88,84.38,65.62
precip,400910,21.43,64.29,69.64,39.29,75.0,82.14
precip,401610,42.11,57.89,26.32,40.0,85.0,73.68
precip,403601,35.29,76.47,58.82,84.85,90.91,73.53
precip,403711,23.21,71.43,50.91,78.18,69.09,80.39
precip,404810,6.67,20.0,26.67,46.67,60.0,86.67
precip,405610,54.17,54.17,70.83,44.0,83.33,54.17
precip,405711,66.67,56.25,66.67,48.0,68.0,68.0
precip,405910,12.5,53.12,59.38,34.38,59.38,81.25
precip,407810,43.75,62.5,59.38,25.0,71.88,78.12
precip,408401,70.0,60.0,76.67,26.67,76.67,55.17
precip,409310,56.52,69.57,66.67,12.5,87.5,45.83
precip,410010,27.27,87.88,45.45,36.36,82.35,76.47
precip,414110,12.5,56.25,70.31,40.62,71.88,81.25
precip,417110,44.44,38.89,50.0,26.32,78.95,84.21
precip,418010,48.44,67.74,50.0,3.12,78.12,90.62
precip,419211,34.38,81.25,26.56,40.62,73.44,71.88
